8
f5d6c3d3c4f4f6f3e6e7d7g6g5c5c6f7f8h6d2d8e3e2f1c8g7c7e8b5b6a5b8b4b3a2a7c2b7d1a3a4b1c1e1f2a6a8g8h8h4h5g1h3g3h2g4g2h7h1b2a1
f5d6c3d3c4f4c5b3c2b4e3e6f3d2b6c6a3f2a4c1b5a6e1d1e2a5f7f1b2e7b1g5g4h4g1g3c7d8b7a1a2h1c8a8b8a7d7f6g6h7f8e8g7h8h6h5g8h3h2g2
f5d6c3d3c4f4f6f3g4g3e6b3f2e3e2c5b4a3c6g5h6g6h5h4h3d2c1e1f7b6a6d7c8e7c7d8b5a4e8g1a5a7c2g8f8b8a2a1f1d1b7b1h1b2g2a8h2g7h7h8
f5d6c3d3c4f4f6f3e6e7d7g6f8f7g5h6h4g4h3h5h7c5b4e8d8b5e3f2d2c8b8c6a6e2e1g3g8c1f1d1c2a5c7a7b6g1h2a4b3b7g2h1h8a8g7b2a3a2a1b1
f5f6e6f4e3d6c4c3c5f3g3c6g4d3e7d7g6f7f8e2c8c7e8g5h4h6h5f2b6d8b5h3b3b4a3b7e1f1d2c1d1c2a8b8g7h8h7g8g2a5a4a7a6g1h1h2b1a2a1b2
f5f6e6f4f3c5c6d7e7d6g5e3c3c4b5b4f7e8d3c7b6f2g6g4f8e2c8c2d8d2h3h6h5g7g3h4a3a5a6a7c1g8b3b8h8h7a8a4b7d1g2b1g1f1e1h1h2a2a1b2
f5d6c4d3c3b3c6f4e6c5b5g6f3b6a6e7d7f6g5f7e8f8d8c8c7e3b4a3g3h4a4g4h3a5a2b7h5h6h7f2g7h8g8h2c2e2a8d2f1e1c1g1g2b1a1b2d1h1a7b8
f5f6e6f4c3c4d3c6d6c5b5e3b4d2d7f7e2c2c1c8d1c7f2b6f3f1g3e1g4g5h6b1d8e8a6b3a3a4a5b2b7h3h4a8e7h5a1h7g7g6f8a2a7b8g2g8g1h8h2
f5d6c5f4e3c6e6f6d7b5g3d3c4e7g6g5d2b3c7d8e8f8c8b8b4f7h6h4a4a3b6a6a2a5a7c3h5h7c2f3g4e2f1d1c1e1f2h3g7g8h2h1b7a8g2g1b2b1a1
f5d6c5f4d3e3f6e6g4c4f3c3b4b3b5c6d2c2a3a6a5d1e2b6f7g3g5e7h3g6e8d7d8h4c7e1f1g1f2b8c8b7b1h2h6a4a2a1c1h5h1g2a8b2a7g8f8g7h7h8
