2024,Asia Pacific Championship,Shimomura Shiki,Kurita Seiya,8,36,30,24,f5d6c3d3c4f4f6f3e6e7d7g6g5c5c6f7f8h6d2d8e3e2f1c8g7c7e8b5b6a5b8b4b3a2a7c2b7d1a3a4b1c1e1f2a6a8g8h8h4h5g1h3g3h2g4g2h7h1b2a1
2024,Asia Pacific Championship,Kurita Seiya,Shimomura Shiki,8,36,33,24,f5d6c3d3c4f4c5b3c2b4e3e6f3d2b6c6a3f2a4c1b5a6e1d1e2a5f7f1b2e7b1g5g4h4g1g3c7d8b7a1a2h1c8a8b8a7d7f6g6h7f8e8g7h8h6h5g8h3h2g2
