0
f5
d6
c3
d3
c4
f4
f6
f3
e6
e7
d7
g6
g5
c5
c6
f7
f8
h6
d2
d8
e3
e2
f1
c8
g7
c7
e8
b5
b6
a5
b8
b4
b3
a2
a7
c2
b7
d1
a3
a4
b1
c1
e1
f2
a6
a8
g8
h8
h4
h5
g1
h3
g3
h2
g4
g2
h7
h1
b2
a1
f5
d6
c3
d3
c4
f4
c5
b3
c2
b4
e3
e6
f3
d2
b6
c6
a3
f2
a4
c1
b5
a6
e1
d1
e2
a5
f7
f1
b2
e7
b1
g5
g4
h4
g1
g3
c7
d8
b7
a1
a2
h1
c8
a8
b8
a7
d7
f6
g6
h7
f8
e8
g7
h8
h6
h5
g8
h3
h2
g2
f5
d6
c3
d3
c4
f4
f6
f3
g4
g3
e6
b3
f2
e3
e2
c5
b4
a3
c6
g5
h6
g6
h5
h4
h3
d2
c1
e1
f7
b6
a6
d7
c8
e7
c7
d8
b5
a4
e8
g1
a5
a7
c2
g8
f8
b8
a2
a1
f1
d1
b7
b1
h1
b2
g2
a8
h2
g7
h7
h8
f5
d6
c3
d3
c4
f4
f6
f3
e6
e7
d7
g6
f8
f7
g5
h6
h4
g4
h3
h5
h7
c5
b4
e8
d8
b5
e3
f2
d2
c8
b8
c6
a6
e2
e1
g3
g8
c1
f1
d1
c2
a5
c7
a7
b6
g1
h2
a4
b3
b7
g2
h1
h8
a8
g7
b2
a3
a2
a1
b1
f5
f6
e6
f4
e3
d6
c4
c3
c5
f3
g3
c6
g4
d3
e7
d7
g6
f7
f8
e2
c8
c7
e8
g5
h4
h6
h5
f2
b6
d8
b5
h3
b3
b4
a3
b7
e1
f1
d2
c1
d1
c2
a8
b8
g7
h8
h7
g8
g2
a5
a4
a7
a6
g1
h1
h2
b1
a2
a1
b2
f5
f6
e6
f4
f3
c5
c6
d7
e7
d6
g5
e3
c3
c4
b5
b4
f7
e8
d3
c7
b6
f2
g6
g4
f8
e2
c8
c2
d8
d2
h3
h6
h5
g7
g3
h4
a3
a5
a6
a7
c1
g8
b3
b8
h8
h7
a8
a4
b7
d1
g2
b1
g1
f1
e1
h1
h2
a2
a1
b2
f5
d6
c4
d3
c3
b3
c6
f4
e6
c5
b5
g6
f3
b6
a6
e7
d7
f6
g5
f7
e8
f8
d8
c8
c7
e3
b4
a3
g3
h4
a4
g4
h3
a5
a2
b7
h5
h6
h7
f2
g7
h8
g8
h2
c2
e2
a8
d2
f1
e1
c1
g1
g2
b1
a1
b2
d1
h1
a7
b8
f5
f6
e6
f4
c3
c4
d3
c6
d6
c5
b5
e3
b4
d2
d7
f7
e2
c2
c1
c8
d1
c7
f2
b6
f3
f1
g3
e1
g4
g5
h6
b1
d8
e8
a6
b3
a3
a4
a5
b2
b7
h3
h4
a8
e7
h5
a1
h7
g7
g6
f8
a2
a7
b8
g2
g8
g1
h8
h2
f5
d6
c5
f4
e3
c6
e6
f6
d7
b5
g3
d3
c4
e7
g6
g5
d2
b3
c7
d8
e8
f8
c8
b8
b4
f7
h6
h4
a4
a3
b6
a6
a2
a5
a7
c3
h5
h7
c2
f3
g4
e2
f1
d1
c1
e1
f2
h3
g7
g8
h2
h1
b7
a8
g2
g1
b2
b1
a1
